id,date,medtype,medium,headline,value,gold,lemmapos,lemmata
150761467,2015-07-01T00:00:00Z,Newspaper,Telegraaf,Aandelenklimaat gematigd positief,1,FALSE,N_aandelenklimaat ADJ_gematigd ADJ_positief,aandelenklimaat gematigd positief
150761468,2015-07-01T00:00:00Z,Newspaper,Telegraaf,Gaat de beer los of keert de stier terug?; Zes DFT-goeroes laten licht schijnen op de tweede helft van het jaar en geven hun favoriete aandelen prijs,0,FALSE,WW_gaan N_beer ADJ_los VG_of WW_keren N_stier BW_terug SPEC_?; TW_zes SPEC_DFT-goeroes WW_laten N_licht WW_schijnen VZ_op TW_twee N_helft VZ_van N_jaar VG_en WW_geven VNW_hun ADJ_favoriet N_aandeel N_prijs,gaan beer los of keren stier terug ?; zes DFT-goeroes laten licht schijnen op twee helft van jaar en geven hun favoriet aandeel prijs
150761471,2015-07-01T00:00:00Z,Newspaper,Telegraaf,Geen daling werkloosheid,-1,FALSE,VNW_geen N_daling N_werkloosheid,geen daling werkloosheid
150761481,2015-06-30T00:00:00Z,Newspaper,Telegraaf,"Rampscenario blijft uit; Grieken jagen schrik aan, maar verliezen blijven beperkt",0,FALSE,SPEC_Rampscenario WW_blijven VZ_uit SPEC_Grieken WW_jagen N_schrik VZ_aan VG_maar N_verlies WW_blijven WW_beperken,Rampscenario blijven uit Grieken jagen schrik aan maar verlies blijven beperken
150761482,2015-06-30T00:00:00Z,Newspaper,Telegraaf,Europa vestigt hoop op Grieks 'ja',0,FALSE,SPEC_Europa WW_vestigen N_hoop VZ_op SPEC_Grieks TSW_ja,Europa vestigen hoop op Grieks ja
150761483,2015-06-30T00:00:00Z,Newspaper,Telegraaf,Grexit kan export raken; Na de crisis mogelijk nieuwe klap voor het Nederlandse bedrijfsleven,-1,FALSE,N_grexit WW_kunnen N_export WW_raken VZ_na N_crisis ADJ_mogelijk ADJ_nieuw N_klap VZ_voor ADJ_nederlands N_bedrijfsleven,grexit kunnen export raken na crisis mogelijk nieuw klap voor nederlands bedrijfsleven
150761484,2015-06-30T00:00:00Z,Newspaper,Telegraaf,"'Schuld afschrijven, drachme invoeren'",0,FALSE,N_schuld WW_afschrijven N_drachme WW_invoeren,schuld afschrijven drachme invoeren
150761485,2015-06-30T00:00:00Z,Newspaper,Telegraaf,Vrees voor Griekse miljardenstrop,0,FALSE,WW_vrezen VZ_voor ADJ_griekse N_miljardenstrop,vrezen voor griekse miljardenstrop
150761486,2015-06-30T00:00:00Z,Newspaper,Telegraaf,Duitse inflatie loopt terug,0,FALSE,ADJ_duitse N_inflatie WW_lopen BW_terug,duitse inflatie lopen terug
150761489,2015-06-30T00:00:00Z,Newspaper,Telegraaf,Pechtold verlaat belastingoverleg; Kabinet kan hervorming voorlopig vergeten,0,FALSE,SPEC_Pechtold WW_verlaten WW_belastingoverleg N_kabinet WW_kunnen N_hervorming ADJ_voorlopig WW_vergeten,Pechtold verlaten belastingoverleg kabinet kunnen hervorming voorlopig vergeten
150761490,2015-06-30T00:00:00Z,Newspaper,Telegraaf,Grexit is financiële strop voor koning; Vakantiepaleisje zou sterk in waarde dalen,-1,FALSE,N_grexit WW_zijn ADJ_financieel N_strop VZ_voor N_koning N_vakantiepaleis WW_zullen ADJ_sterk VZ_in N_waarde WW_dalen,grexit zijn financieel strop voor koning vakantiepaleis zullen sterk in waarde dalen
150761492,2015-06-30T00:00:00Z,Newspaper,Telegraaf,ING: Tour is kassa voor stad,1,FALSE,SPEC_ING SPEC_Tour WW_zijn N_kassa VZ_voor N_stad,ING Tour zijn kassa voor stad
150761493,2015-06-30T00:00:00Z,Newspaper,Telegraaf,"GRIEKENLAND, WAT NU?; 30 vragen en antwoorden over de crisis en de naderende Grexit",0,FALSE,SPEC_GRIEKENLAND VNW_wat BW_nu SPEC_?; TW_30 N_vraag VG_en N_antwoord VZ_over N_crisis VG_en WW_naderen N_grexit,GRIEKENLAND wat nu ?; 30 vraag en antwoord over crisis en naderen grexit
150761495,2015-06-30T00:00:00Z,Newspaper,Telegraaf,Tsipras: 'Wij betalen niets!',-1,FALSE,N_tsipras VNW_wij WW_betalen VNW_niets,tsipras wij betalen niets
150761496,2015-06-29T00:00:00Z,Newspaper,Telegraaf,Terrorist raakt economie vol in het hart; Toerisme kapot na slachtpartij op wit vakantiestrand,-1,FALSE,N_terrorist WW_raken N_economie ADJ_vol VZ_in N_hart SPEC_Toerisme ADJ_kapot VZ_na N_slachtpartij VZ_op ADJ_wit WW_vakantiestrand,terrorist raken economie vol in hart Toerisme kapot na slachtpartij op wit vakantiestrand
150761497,2015-06-29T00:00:00Z,Newspaper,Telegraaf,Griekse beurs ook dicht,-1,TRUE,ADJ_griekse N_beurs BW_ook ADJ_dicht,griekse beurs ook dicht
150761498,2015-06-29T00:00:00Z,Newspaper,Telegraaf,'Koersen gaan onderuit'; Hoop gevestigd op steun via opkoopprogramma ECB,0,FALSE,SPEC_Koersen WW_gaan BW_onderuit SPEC_'; N_hoop WW_vestigen VZ_op N_steun VZ_via N_opkoopprogramma SPEC_ECB,Koersen gaan onderuit '; hoop vestigen op steun via opkoopprogramma ECB
150761499,2015-06-29T00:00:00Z,Newspaper,Telegraaf,'Bedrijven volgen talent'; Amsterdam klaar voor de arbeidsmarkt van de toekomst,0,FALSE,N_bedrijf WW_volgen N_talent SPEC_'; SPEC_Amsterdam ADJ_klaar VZ_voor N_arbeidsmarkt VZ_van N_toekomst,bedrijf volgen talent '; Amsterdam klaar voor arbeidsmarkt van toekomst
150761500,2015-06-29T00:00:00Z,Newspaper,Telegraaf,'Lage rente schadelijk',-1,FALSE,ADJ_laag N_rente ADJ_schadelijk,laag rente schadelijk
150761501,2015-06-29T00:00:00Z,Newspaper,Telegraaf,EU staat erbij en kijkt ernaar; Analyse: 'Nee' bij referendum maakt Grexit onvermijdelijk,-1,FALSE,SPEC_EU WW_staan BW_erbij VG_en WW_kijken BW_ernaar N_analyse TSW_nee VZ_bij N_referendum WW_maken SPEC_Grexit ADJ_onvermijdelijk,EU staan erbij en kijken ernaar analyse nee bij referendum maken Grexit onvermijdelijk
150761505,2015-06-29T00:00:00Z,Newspaper,Telegraaf,"Grieken platzak; Banken dicht, toerist moet zich redden zonder geld",-1,FALSE,SPEC_Grieken ADJ_platzak N_bank ADJ_dicht N_toerist WW_moeten VNW_zich WW_redden VZ_zonder N_geld,Grieken platzak bank dicht toerist moeten zich redden zonder geld
150761507,2015-06-28T00:00:00Z,Newspaper,Telegraaf,Laagterecord Chinese rente,-1,FALSE,N_laagterecord ADJ_chinese N_rente,laagterecord chinese rente
150761508,2015-06-28T00:00:00Z,Newspaper,Telegraaf,Zwaar weer op komst; Blik op gevolgen van Griekse meltdown voor rest Europa,-1,FALSE,ADJ_zwaar N_weer VZ_op_komst SPEC_Blik VZ_op N_gevolg VZ_van ADJ_griekse N_meltdown VZ_voor N_rest SPEC_Europa,zwaar weer op_komst Blik op gevolg van griekse meltdown voor rest Europa
150761509,2015-06-28T00:00:00Z,Newspaper,Telegraaf,Baanarme groei,-1,FALSE,ADJ_baanarm N_groei,baanarm groei
150761510,2015-06-28T00:00:00Z,Newspaper,Telegraaf,Brussel anticipeert op Grieks bankroet; EU maakt omslag inzake binnenboord houden Athene,-1,FALSE,SPEC_Brussel WW_anticiperen VZ_op SPEC_Grieks ADJ_bankroet SPEC_EU WW_maken N_omslag VZ_inzake ADJ_binnenboord WW_houden SPEC_Athene,Brussel anticiperen op Grieks bankroet EU maken omslag inzake binnenboord houden Athene
150761515,2015-06-27T00:00:00Z,Newspaper,Telegraaf,EU-geld voor werkloosheid,0,TRUE,WW_eu-geld VZ_voor N_werkloosheid,eu-geld voor werkloosheid
150761516,2015-06-27T00:00:00Z,Newspaper,Telegraaf,Fiscaal spelen met vermogen; Belastingplan maakt beleggen nog spannender,0,FALSE,ADJ_fiscaal WW_spelen VZ_met N_vermogen N_belastingplan WW_maken WW_beleggen BW_nog ADJ_spannend,fiscaal spelen met vermogen belastingplan maken beleggen nog spannend
150761519,2015-06-27T00:00:00Z,Newspaper,Telegraaf,'Ga voor de uitblinker'; Bedrijven verspillen miljoenen door mismatch bij vacatures,-1,FALSE,WW_gaan VZ_voor N_uitblinker SPEC_'; N_bedrijf WW_verspillen TW_miljoen VZ_door ADJ_mismatch VZ_bij N_vacature,gaan voor uitblinker '; bedrijf verspillen miljoen door mismatch bij vacature
150761521,2015-06-27T00:00:00Z,Newspaper,Telegraaf,'Stop de graaiers!'; Hennie van der Most is foute ceo's en bankiers zat,-1,FALSE,WW_stoppen N_graaier SPEC_'; SPEC_Hennie_van SPEC_Most WW_zijn ADJ_fout N_ceo VG_en N_bankier WW_zitten,stoppen graaier '; Hennie_van Most zijn fout ceo en bankier zitten
150761527,2015-06-26T00:00:00Z,Newspaper,Telegraaf,Schuldvraag,0,FALSE,N_schuldvraag,schuldvraag
150761531,2015-06-26T00:00:00Z,Newspaper,Telegraaf,'Brexit raakt NL het hardst',-1,FALSE,SPEC_Brexit WW_raken SPEC_NL ADJ_hard,Brexit raken NL hard
150761532,2015-06-26T00:00:00Z,Newspaper,Telegraaf,Beurs VS in wachtstand,-1,FALSE,N_beurs SPEC_VS VZ_in N_wachtstand,beurs VS in wachtstand
150761546,2015-06-25T00:00:00Z,Newspaper,Telegraaf,Marktpositie onder druk in Duitsland; Consul: Nederland dreigt positie te verliezen,-1,FALSE,N_marktpositie VZ_onder N_druk VZ_in SPEC_Duitsland SPEC_Consul SPEC_Nederland WW_dreigen N_positie VZ_te WW_verliezen,marktpositie onder druk in Duitsland Consul Nederland dreigen positie te verliezen
150761550,2015-06-25T00:00:00Z,Newspaper,Telegraaf,Griekenland klemgezet; Uittrede uit de eurozone lijkt opeens weer heel dichtbij,-1,FALSE,SPEC_Griekenland WW_klemzetten N_uittrede VZ_uit N_eurozone WW_lijken BW_opeen BW_weer ADJ_heel ADJ_dichtbij,Griekenland klemzetten uittrede uit eurozone lijken opeen weer heel dichtbij
150761555,2015-06-24T00:00:00Z,Newspaper,Telegraaf,Engeland rekent op winst na crisis,1,FALSE,SPEC_Engeland WW_rekenen VZ_op N_winst VZ_na N_crisis,Engeland rekenen op winst na crisis
150761558,2015-06-24T00:00:00Z,Newspaper,Telegraaf,'Lage rente houdt aan',0,TRUE,ADJ_laag N_rente WW_houden VZ_aan,laag rente houden aan
150761564,2015-06-24T00:00:00Z,Newspaper,Telegraaf,'Niet beknibbelen op promotie stad'; Organisaties roepen Stopera op plan te laten varen,-1,FALSE,BW_niet WW_beknibbelen VZ_op N_promotie N_stad SPEC_'; N_organisatie WW_roepen SPEC_Stopera VZ_op N_plan VZ_te WW_laten WW_varen,niet beknibbelen op promotie stad '; organisatie roepen Stopera op plan te laten varen
150761570,2015-06-23T00:00:00Z,Newspaper,Telegraaf,ECB nog reddende engel; Geldkraan bij de Griekse banken blijft voorlopig open,1,FALSE,SPEC_ECB BW_nog WW_redden N_engel SPEC_Geldkraan VZ_bij ADJ_griekse N_bank WW_blijven ADJ_voorlopig ADJ_open,ECB nog redden engel Geldkraan bij griekse bank blijven voorlopig open
150761571,2015-06-23T00:00:00Z,Newspaper,Telegraaf,Moody's: Banken kunnen Grexit aan,1,FALSE,N_moody's N_bank WW_kunnen SPEC_Grexit VZ_aan,moody's bank kunnen Grexit aan
150761574,2015-06-23T00:00:00Z,Newspaper,Telegraaf,Huishoudboekje KPN gezonder,1,FALSE,SPEC_Huishoudboekje_KPN ADJ_gezond,Huishoudboekje_KPN gezond
150761575,2015-06-23T00:00:00Z,Newspaper,Telegraaf,Voorstel Grieken 'een goede basis'; EU en IMF zien opening om verder te praten,1,FALSE,N_voorstel SPEC_Grieken ADJ_goed N_basis SPEC_'; SPEC_EU_en_imf WW_zien N_opening VZ_om ADJ_ver VZ_te WW_praten,voorstel Grieken goed basis '; EU_en_imf zien opening om ver te praten
150761577,2015-06-23T00:00:00Z,Newspaper,Telegraaf,Ontslaggolf op komst; Bedrijven wachten tot na 1 juli vanwege lagere vergoedingen,-1,FALSE,N_ontslaggolf VZ_op_komst N_bedrijf WW_wachten VZ_tot VZ_na TW_1 SPEC_juli VZ_vanwege ADJ_laag N_vergoeding,ontslaggolf op_komst bedrijf wachten tot na 1 juli vanwege laag vergoeding
150761580,2015-06-23T00:00:00Z,Newspaper,Telegraaf,Huizenprijzen in de lift; Makelaars: Randstad doet het stukken beter dan platteland,0,FALSE,N_huizenprijs VZ_in N_lift SPEC_Makelaars SPEC_Randstad WW_doen VNW_het N_stuk ADJ_goed VG_dan N_platteland,huizenprijs in lift Makelaars Randstad doen het stuk goed dan platteland
150761584,2015-06-22T00:00:00Z,Newspaper,Telegraaf,Geen 'default-gehinkel'; Grieken willen akkoord dat tot eind 2016 houdt,0,FALSE,VNW_geen N_default-gehinkel SPEC_'; SPEC_Grieken WW_willen N_akkoord VNW_dat VZ_tot N_eind SPEC_2016 WW_houden,geen default-gehinkel '; Grieken willen akkoord dat tot eind 2016 houden
150761595,2015-06-20T00:00:00Z,Newspaper,Telegraaf,Staat gaat langer lenen,0,FALSE,N_staat WW_gaan ADJ_lang WW_lenen,staat gaan lang lenen
150761596,2015-06-20T00:00:00Z,Newspaper,Telegraaf,Extra noodsteun van ECB,0,FALSE,ADJ_extra N_noodsteun VZ_van SPEC_ECB,extra noodsteun van ECB
150761605,2015-06-20T00:00:00Z,Newspaper,Telegraaf,Wiebes wil minder renteaftrek bedrijf; In ruil kan vennootschapsbelasting omlaag,0,FALSE,N_wiebes WW_willen VNW_minder ADJ_renteaftrek N_bedrijf VZ_in N_ruil WW_kunnen N_vennootschapsbelasting BW_omlaag,wiebes willen minder renteaftrek bedrijf in ruil kunnen vennootschapsbelasting omlaag
150761607,2015-06-20T00:00:00Z,Newspaper,Telegraaf,Doodsbenauwd voorGriekse exit; EU en Griekenland met rug tegen de muur uit angstvoor gevolgen faillissement,-1,FALSE,WW_doodsbenauwd ADJ_voorgriekse SPEC_exit SPEC_EU VG_en SPEC_Griekenland VZ_met N_rug VZ_tegen_de N_muur VZ_uit N_angstvoor N_gevolg N_faillissement,doodsbenauwd voorgriekse exit EU en Griekenland met rug tegen_de muur uit angstvoor gevolg faillissement
150761620,2015-06-19T00:00:00Z,Newspaper,Telegraaf,Kabinet spaart spaarder; Nieuwe belastingplan onderscheidt sparen en beleggen,1,FALSE,N_kabinet WW_sparen ADJ_spaarder ADJ_nieuw N_belastingplan WW_onderscheiden WW_sparen VG_en WW_beleggen,kabinet sparen spaarder nieuw belastingplan onderscheiden sparen en beleggen
150761621,2015-06-19T00:00:00Z,Newspaper,Telegraaf,Werkloosheid iets gedaald,1,FALSE,N_werkloosheid VNW_iets WW_dalen,werkloosheid iets dalen
150761622,2015-06-19T00:00:00Z,Newspaper,Telegraaf,Hand gaat van de knip,1,FALSE,N_hand WW_gaan VZ_van WW_knippen,hand gaan van knippen
150761623,2015-06-19T00:00:00Z,Newspaper,Telegraaf,Dure hypotheek door macht banken,-1,FALSE,ADJ_duur N_hypotheek VZ_door N_macht N_bank,duur hypotheek door macht bank
150761634,2015-06-18T00:00:00Z,Newspaper,Telegraaf,Meer vet op botten bij Vion; Concurrenten volgen opkrabbelende slachtreus op de voet,0,FALSE,VNW_veel N_vet VZ_op N_bot VZ_bij SPEC_Vion N_concurrent WW_volgen ADJ_opkrabbelende N_slachtreus VZ_op_de_voet,veel vet op bot bij Vion concurrent volgen opkrabbelende slachtreus op_de_voet
150761635,2015-06-18T00:00:00Z,Newspaper,Telegraaf,Nederlandse industrie op stoom,1,FALSE,ADJ_nederlands N_industrie VZ_op N_stoom,nederlands industrie op stoom
150761636,2015-06-18T00:00:00Z,Newspaper,Telegraaf,Duitsland draait goed,1,FALSE,SPEC_Duitsland WW_draaien ADJ_goed,Duitsland draaien goed
150761637,2015-06-18T00:00:00Z,Newspaper,Telegraaf,Wall Street wint na Fed,0,FALSE,SPEC_Wall_Street WW_winnen VZ_na SPEC_Fed,Wall_Street winnen na Fed
150761640,2015-06-18T00:00:00Z,Newspaper,Telegraaf,Zelfstandige belangrijker,0,FALSE,ADJ_zelfstandig ADJ_belangrijk,zelfstandig belangrijk
150761641,2015-06-18T00:00:00Z,Newspaper,Telegraaf,Experts: Goed voor economie; Nederlandse goederen en diensten worden goedkoper,1,FALSE,N_expert ADJ_goed VZ_voor N_economie ADJ_nederlands N_goed VG_en N_dienst WW_worden ADJ_goedkoop,expert goed voor economie nederlands goed en dienst worden goedkoop
150761642,2015-06-18T00:00:00Z,Newspaper,Telegraaf,Bezuiniging van 167 miljoen euro; Stad krijgt meerdere tegenvallers te verwerken,-1,FALSE,N_bezuiniging VZ_van TW_167 N_miljoen N_euro N_stad WW_krijgen VNW_meerder N_tegenvaller VZ_te WW_verwerken,bezuiniging van 167 miljoen euro stad krijgen meerder tegenvaller te verwerken
150761648,2015-06-17T00:00:00Z,Newspaper,Telegraaf,'Korter loon doorbetalen lucratief',0,FALSE,ADJ_kort N_loon WW_doorbetalen ADJ_lucratief,kort loon doorbetalen lucratief
150761649,2015-06-17T00:00:00Z,Newspaper,Telegraaf,Centrale bank mag leningen opkopen,0,FALSE,ADJ_centraal N_bank WW_mogen N_lening WW_opkopen,centraal bank mogen lening opkopen
150761650,2015-06-17T00:00:00Z,Newspaper,Telegraaf,Beurzen VS keren tij,0,FALSE,N_beurs SPEC_VS N_keer N_tij,beurs VS keer tij
150761651,2015-06-17T00:00:00Z,Newspaper,Telegraaf,Beurzen nerveus,0,FALSE,N_beurs ADJ_nerveus,beurs nerveus
150761655,2015-06-17T00:00:00Z,Newspaper,Telegraaf,Enquête over de armoede,0,FALSE,N_enquête VZ_over N_armoede,enquête over armoede
150761659,2015-06-16T00:00:00Z,Newspaper,Telegraaf,Banklogica,0,FALSE,N_banklogica,banklogica
150761662,2015-06-16T00:00:00Z,Newspaper,Telegraaf,"Minder banen, meer salaris",0,FALSE,VNW_minder N_baan VNW_veel N_salaris,minder baan veel salaris
150761676,2015-06-14T00:00:00Z,Newspaper,Telegraaf,Snel rust aan cao-front,1,FALSE,ADJ_snel N_rust VZ_aan N_cao-front,snel rust aan cao-front
150761678,2015-06-14T00:00:00Z,Newspaper,Telegraaf,Speeltuinen overal op de wip; Gemeenten hakken in voorzieningen voor kinderen,-1,FALSE,N_speeltuin VNW_overal VZ_op N_wip N_gemeente WW_hakken VZ_in N_voorziening VZ_voor N_kind,speeltuin overal op wip gemeente hakken in voorziening voor kind
150761681,2015-06-13T00:00:00Z,Newspaper,Telegraaf,Hypotheek wél soberder; Hoogervorst maakt zich kwaad over afserveren voorstel,-1,FALSE,N_hypotheek BW_wél ADJ_sober SPEC_Hoogervorst WW_maken VNW_zich ADJ_kwaad VZ_over N_afserveren N_voorstel,hypotheek wél sober Hoogervorst maken zich kwaad over afserveren voorstel
150761682,2015-06-13T00:00:00Z,Newspaper,Telegraaf,'Het is nu 5 óver 12 voor de Grieken',-1,FALSE,VNW_het WW_zijn BW_nu TW_5 N_óver TW_12 VZ_voor SPEC_Grieken,het zijn nu 5 óver 12 voor Grieken
150761683,2015-06-13T00:00:00Z,Newspaper,Telegraaf,'Nog meer bezuinigen is destructief',-1,FALSE,BW_nog VNW_veel WW_bezuinigen WW_zijn ADJ_destructief,nog veel bezuinigen zijn destructief
150761686,2015-06-13T00:00:00Z,Newspaper,Telegraaf,'Ik vrees voor een slecht compromis',-1,TRUE,VNW_ik WW_vrezen VZ_voor ADJ_slecht N_compromis,ik vrezen voor slecht compromis
150761696,2015-06-13T00:00:00Z,Newspaper,Telegraaf,Kabinet geeft geklungel toe; Verwarrende uitleg rond belastingsysteem,-1,FALSE,N_kabinet WW_geven N_geklungel VZ_toe WW_verwarren N_uitleg VZ_rond N_belastingsysteem,kabinet geven geklungel toe verwarren uitleg rond belastingsysteem
150761697,2015-06-13T00:00:00Z,Newspaper,Telegraaf,Laatste kans op hoge hypotheek; Woningzoeker is strengere regels voor,0,FALSE,ADJ_laat N_kans VZ_op ADJ_hoog N_hypotheek N_woningzoeker WW_zijn ADJ_streng N_regel VZ_voor,laat kans op hoog hypotheek woningzoeker zijn streng regel voor
150761699,2015-06-13T00:00:00Z,Newspaper,Telegraaf,Weinig inzicht in pensioen,-1,FALSE,VNW_weinig N_inzicht VZ_in N_pensioen,weinig inzicht in pensioen
150761703,2015-06-12T00:00:00Z,Newspaper,Telegraaf,Crowdfunding; Finanscoop,0,FALSE,N_crowdfunding N_finanscoop,crowdfunding finanscoop
150761705,2015-06-12T00:00:00Z,Newspaper,Telegraaf,Massale stakingen op komst in metaalsector,-1,FALSE,ADJ_massaal N_staking VZ_op_komst VZ_in N_metaalsector,massaal staking op_komst in metaalsector
150761706,2015-06-12T00:00:00Z,Newspaper,Telegraaf,IMF-wolk voor de zon,-1,FALSE,N_imf-wolk VZ_voor N_zon,imf-wolk voor zon
150761708,2015-06-12T00:00:00Z,Newspaper,Telegraaf,Hervormingen hard nodig bij groeitijger; Opkomende markten last van tegenwind,-1,FALSE,N_hervorming ADJ_hard ADJ_nodig VZ_bij N_groeitijger WW_opkomen N_markt N_last VZ_van N_tegenwind,hervorming hard nodig bij groeitijger opkomen markt last van tegenwind
150761717,2015-06-11T00:00:00Z,Newspaper,Telegraaf,Duitse rente boven 1%,0,FALSE,ADJ_duitse N_rente VZ_boven TW_1,duitse rente boven 1
150761719,2015-06-11T00:00:00Z,Newspaper,Telegraaf,'Renminbi scheelt bedrijven veel geld'; Betalen met Chinese valuta steeds makkelijker,1,FALSE,SPEC_Renminbi WW_schelen N_bedrijf VNW_veel N_geld SPEC_'; WW_betalen VZ_met ADJ_chinese N_valuta BW_steeds ADJ_makkelijk,Renminbi schelen bedrijf veel geld '; betalen met chinese valuta steeds makkelijk
150761724,2015-06-11T00:00:00Z,Newspaper,Telegraaf,Belastingplan vergt breed draagvlak; Kabinet op zoek naar steun voor ingrijpende wijzigingen,0,FALSE,N_belastingplan WW_vergen ADJ_breed N_draagvlak N_kabinet VZ_op_zoek VZ_naar N_steun VZ_voor WW_ingrijpen N_wijziging,belastingplan vergen breed draagvlak kabinet op_zoek naar steun voor ingrijpen wijziging
150761733,2015-06-10T00:00:00Z,Newspaper,Telegraaf,Euro-economie groeit verder,1,FALSE,N_euro-economie WW_groeien BW_verder,euro-economie groeien verder
150761735,2015-06-10T00:00:00Z,Newspaper,Telegraaf,Matte dag Wall Street,-1,FALSE,SPEC_Matte N_dag SPEC_Wall_Street,Matte dag Wall_Street
150761736,2015-06-10T00:00:00Z,Newspaper,Telegraaf,'Hogere btw bouw gevaar voor herstel',-1,FALSE,ADJ_hoog SPEC_btw N_bouw N_gevaar VZ_voor N_herstel,hoog btw bouw gevaar voor herstel
150761737,2015-06-10T00:00:00Z,Newspaper,Telegraaf,Brazilië geeft land impuls,1,FALSE,SPEC_Brazilië WW_geven N_land N_impuls,Brazilië geven land impuls
150761747,2015-06-09T00:00:00Z,Newspaper,Telegraaf,Dank Draghi; Finanscoop,0,FALSE,WW_danken SPEC_Draghi N_finanscoop,danken Draghi finanscoop
150761753,2015-06-09T00:00:00Z,Newspaper,Telegraaf,IJsland maakt grote spaarder onzeker; Terugbetaling van Icesave-miljoenen bevroren,0,FALSE,SPEC_IJsland WW_maken ADJ_groot N_spaarder ADJ_onzeker N_terugbetaling VZ_van SPEC_Icesave-miljoenen WW_bevriezen,IJsland maken groot spaarder onzeker terugbetaling van Icesave-miljoenen bevriezen
150761757,2015-06-09T00:00:00Z,Newspaper,Telegraaf,Opleving op alle fronten; Meevallers in groei en welvaart,1,FALSE,N_opleving VZ_op VNW_al N_front N_meevaller VZ_in N_groei VG_en N_welvaart,opleving op al front meevaller in groei en welvaart
150761760,2015-06-08T00:00:00Z,Newspaper,Telegraaf,Tsipras verder in 't nauw; VS scharen zich achter eis EU voor hervorming Griekse economie,-1,FALSE,N_tsipras ADJ_ver VZ_in ADJ_nauw SPEC_VS WW_scharen VNW_zich VZ_achter N_eis SPEC_EU VZ_voor N_hervorming ADJ_griekse N_economie,tsipras ver in nauw VS scharen zich achter eis EU voor hervorming griekse economie
150761765,2015-06-07T00:00:00Z,Newspaper,Telegraaf,Flinke groei Lidl in België,1,FALSE,ADJ_flink N_groei SPEC_Lidl VZ_in SPEC_België,flink groei Lidl in België
150761766,2015-06-07T00:00:00Z,Newspaper,Telegraaf,'Grieks vertrek heeft grote gevolgen',-1,FALSE,ADJ_grieks N_vertrek WW_hebben ADJ_groot N_gevolg,grieks vertrek hebben groot gevolg
150761768,2015-06-07T00:00:00Z,Newspaper,Telegraaf,Zorgen over Turkije; Munt en economie onder druk in aanloop verkiezingen,-1,FALSE,N_zorg VZ_over SPEC_Turkije N_munt VG_en N_economie VZ_onder N_druk VZ_in N_aanloop N_verkiezing,zorg over Turkije munt en economie onder druk in aanloop verkiezing
150761769,2015-06-07T00:00:00Z,Newspaper,Telegraaf,IJsland maakt een einde aan kapitaalrestricties,1,FALSE,SPEC_IJsland WW_maken N_einde VZ_aan N_kapitaalrestrictie,IJsland maken einde aan kapitaalrestrictie
150761779,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Maximale hypotheek op termijn naar 90%; Analyse: woningkopers hebben behoefte aan duidelijkheid,0,FALSE,ADJ_maximaal N_hypotheek VZ_op N_termijn VZ_naar TW_90 N_analyse N_woningkoper WW_hebben N_behoefte VZ_aan N_duidelijkheid,maximaal hypotheek op termijn naar 90 analyse woningkoper hebben behoefte aan duidelijkheid
150761780,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Obligatiefondsen duiken in het rood,-1,FALSE,N_obligatiefonds WW_duiken VZ_in ADJ_rood,obligatiefonds duiken in rood
150761781,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Obligatie van ver populair; 'Beleggers te negatief over opkomend schuldpapier',-1,TRUE,N_obligatie VZ_van ADJ_ver ADJ_populair N_belegger BW_te ADJ_negatief VZ_over WW_opkomen N_schuldpapier,obligatie van ver populair belegger te negatief over opkomen schuldpapier
150761782,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Middenklasse India moet groei trekken; Rutte op handelsmissie naar Aziatische reus,0,FALSE,SPEC_Middenklasse_India WW_moeten N_groei WW_trekken SPEC_Rutte VZ_op N_handelsmissie VZ_naar ADJ_aziatisch N_reus,Middenklasse_India moeten groei trekken Rutte op handelsmissie naar aziatisch reus
150761783,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Van angst naar vechtlust; Durfstart: salaris inleveren om bedrijf weer gezond te maken,0,FALSE,VZ_van N_angst VZ_naar N_vechtlust SPEC_Durfstart N_salaris WW_inleveren VZ_om N_bedrijf BW_weer ADJ_gezond VZ_te WW_maken,van angst naar vechtlust Durfstart salaris inleveren om bedrijf weer gezond te maken
150761789,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Te hoge rente,-1,FALSE,BW_te ADJ_hoog N_rente,te hoog rente
150761790,2015-06-06T00:00:00Z,Newspaper,Telegraaf,Nieuwe spaarders 'beloond',1,FALSE,ADJ_nieuw N_spaarder WW_belonen,nieuw spaarder belonen
150761798,2015-06-05T00:00:00Z,Newspaper,Telegraaf,Finse economie onderkoeld,-1,FALSE,ADJ_fins N_economie WW_onderkoelen,fins economie onderkoelen
150761799,2015-06-05T00:00:00Z,Newspaper,Telegraaf,Beurs schrikt van ECB; Stijgende rente op staatspapier doet actie Draghi teniet,-1,FALSE,N_beurs WW_schrikken VZ_van SPEC_ECB WW_stijgen N_rente VZ_op N_staatspapier WW_doen N_actie SPEC_Draghi BW_teniet,beurs schrikken van ECB stijgen rente op staatspapier doen actie Draghi teniet
150761800,2015-06-05T00:00:00Z,Newspaper,Telegraaf,'Rente VS nog niet hoger',0,FALSE,SPEC_Rente SPEC_VS BW_nog BW_niet ADJ_hoog,Rente VS nog niet hoog
